Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
317,Dejounte Murray\murrade01,PG,20,SAS,38,322,9.6,.503,.198,.259,2.2,12.4,7.4,22.6,1.3,1.5,22.7,23.5,-0.4,0.5,0.0,.004,-4.6,-0.2,-4.8,-0.2,,,,,,,,,,,,,,,,,,,,,,
318,Jamal Murray\murraja01,SG,19,DEN,82,1764,11.9,.518,.471,.164,2.6,10.7,6.7,14.0,1.4,1.1,12.6,21.6,0.6,0.7,1.4,.037,-0.5,-2.1,-2.6,-0.3,,,,,,,,,,,,,,,,,,,,,,
319,Mike Muscala\muscami01,C,25,ATL,70,1237,14.4,.596,.326,.190,6.9,14.4,10.7,11.9,1.2,2.8,13.1,14.8,1.8,1.6,3.4,.132,-0.4,1.5,1.1,1.0,,,,,,,,,,,,,,,,,,,,,,
320,Larry Nance Jr.\nancela02,PF,24,LAL,63,1442,15.8,.567,.100,.222,8.8,19.6,14.0,9.7,2.8,2.3,12.4,13.4,2.1,1.5,3.5,.118,-0.3,2.3,2.0,1.5,,,,,,,,,,,,,,,,,,,,,,
321,Shabazz Napier\napiesh01,PG,25,POR,53,512,13.6,.533,.503,.268,1.7,11.5,6.6,19.5,3.1,0.3,16.7,21.2,0.1,0.5,0.6,.060,-0.9,-1.3,-2.2,0.0,,,,,,,,,,,,,,,,,,,,,,
322,Maurice Ndour\ndourma01,PF,24,NYK,32,331,11.3,.503,.081,.302,7.1,13.7,10.4,3.5,2.3,2.0,11.0,14.3,0.1,0.3,0.4,.059,-3.5,-0.3,-3.8,-0.1,,,,,,,,,,,,,,,,,,,,,,
323,Gary Neal\nealga01,SG,32,ATL,2,18,-4.3,.228,.286,.571,0.0,6.0,3.1,7.1,0.0,0.0,0.0,21.2,-0.1,0.0,-0.1,-0.189,-11.8,-4.9,-16.6,-0.1,,,,,,,,,,,,,,,,,,,,,,
324,Jameer Nelson\nelsoja01,PG,34,DEN,75,2045,11.4,.544,.452,.104,1.5,8.8,5.2,26.0,1.3,0.3,17.0,15.8,2.3,0.5,2.8,.065,0.3,-2.3,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
325,Raul Neto\netora01,PG,24,UTA,40,346,10.7,.527,.341,.099,1.4,8.4,5.0,15.1,3.2,1.2,13.6,14.8,0.2,0.6,0.7,.100,-1.7,1.4,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,
326,Georges Niang\niangge01,PF,23,IND,23,93,0.1,.285,.333,.056,2.4,17.9,10.3,7.5,1.6,0.0,11.9,20.2,-0.4,0.1,-0.3,-0.168,-9.9,-2.2,-12.1,-0.2,,,,,,,,,,,,,,,,,,,,,,
327,Andrew Nicholson\nichoan01,PF,27,TOT,38,342,5.9,.427,.243,.126,4.9,14.6,9.8,4.1,2.3,1.5,12.7,17.0,-0.5,0.4,-0.1,-0.019,-5.9,-0.5,-6.4,-0.4,,,,,,,,,,,,,,,,,,,,,,
328,Joakim Noah\noahjo01,C,31,NYK,46,1015,15.2,.493,.005,.388,17.0,25.7,21.3,14.1,1.5,3.0,19.8,12.5,1.1,1.2,2.3,.107,-0.7,2.8,2.1,1.1,,,,,,,,,,,,,,,,,,,,,,
329,Nerlens Noel\noelne01,C,22,TOT,51,1047,20.4,.622,.003,.359,9.8,22.3,15.9,8.1,3.1,4.1,12.5,17.6,2.1,1.9,4.0,.182,-0.5,3.8,3.3,1.4,,,,,,,,,,,,,,,,,,,,,,
330,Lucas Nogueira\noguelu01,C,24,TOR,57,1088,15.5,.682,.077,.429,8.5,16.7,12.6,5.4,2.4,7.2,19.9,9.5,1.7,2.0,3.7,.164,-0.1,5.6,5.4,2.0,,,,,,,,,,,,,,,,,,,,,,
331,Steve Novak\novakst01,PF,33,MIL,8,22,1.3,.357,.857,.000,0.0,15.7,7.9,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.075,-6.9,-6.7,-13.6,-0.1,,,,,,,,,,,,,,,,,,,,,,
332,Dirk Nowitzki\nowitdi01,PF,38,DAL,54,1424,17.0,.529,.308,.165,1.8,28.3,14.4,10.6,1.1,2.4,6.6,25.8,0.6,1.9,2.5,.084,-1.6,0.3,-1.3,0.2,,,,,,,,,,,,,,,,,,,,,,
333,Jusuf Nurkic\nurkiju01,C,22,TOT,65,1391,17.5,.528,.002,.393,12.3,24.8,18.6,13.9,1.8,4.2,18.6,23.9,0.2,1.8,2.0,.068,-2.3,2.2,-0.2,0.6,,,,,,,,,,,,,,,,,,,,,,
334,David Nwaba\nwabada01,SG,24,LAL,20,397,12.1,.611,.062,.481,4.3,13.1,8.5,5.0,1.6,1.4,10.1,11.8,0.6,0.2,0.7,.090,-1.7,-0.3,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
335,Johnny O'Bryant\obryajo01,PF,23,TOT,11,80,14.9,.582,.200,.200,12.4,13.7,13.1,12.7,0.0,1.0,15.5,21.1,0.1,0.0,0.1,.088,-0.2,-3.1,-3.3,0.0,,,,,,,,,,,,,,,,,,,,,,
336,Kyle O'Quinn\oquinky01,C,26,NYK,79,1229,20.5,.552,.041,.201,13.7,24.8,19.2,14.8,1.5,6.9,14.5,18.5,2.1,1.8,3.9,.151,-0.1,3.7,3.5,1.7,,,,,,,,,,,,,,,,,,,,,,
337,Daniel Ochefu\ochefda01,C,23,WAS,19,75,6.6,.430,.000,.074,7.6,25.4,16.5,5.8,1.3,0.0,9.7,18.0,-0.1,0.1,0.0,.005,-6.5,-1.9,-8.4,-0.1,,,,,,,,,,,,,,,,,,,,,,
338,Jahlil Okafor\okafoja01,C,21,PHI,50,1134,14.8,.546,.000,.335,7.9,15.5,11.7,9.0,0.9,3.4,14.4,24.1,0.1,1.1,1.2,.050,-3.4,0.1,-3.3,-0.4,,,,,,,,,,,,,,,,,,,,,,
339,Victor Oladipo\oladivi01,SG,24,OKC,67,2222,13.6,.534,.378,.165,1.9,12.6,7.2,12.5,1.7,0.8,10.6,21.4,1.7,2.3,4.0,.085,-0.4,-0.9,-1.3,0.4,,,,,,,,,,,,,,,,,,,,,,
340,Kelly Olynyk\olynyke01,C,25,BOS,75,1538,15.2,.603,.378,.242,5.3,20.7,13.0,15.2,1.4,1.5,14.6,19.0,2.2,1.9,4.1,.127,0.1,0.5,0.7,1.0,,,,,,,,,,,,,,,,,,,,,,
341,Arinze Onuaku\onuakar01,C,29,ORL,8,28,5.8,.500,.000,.000,7.6,16.0,11.7,9.9,0.0,2.9,33.3,9.4,0.0,0.0,0.0,-0.005,-6.5,0.7,-5.9,0.0,,,,,,,,,,,,,,,,,,,,,,
342,Chinanu Onuaku\onuakch01,C,20,HOU,5,52,12.3,.799,.000,.571,4.2,16.8,10.5,7.8,2.8,1.6,31.3,10.4,0.1,0.1,0.1,.123,-2.4,1.8,-0.6,0.0,,,,,,,,,,,,,,,,,,,,,,
343,Kelly Oubre\oubreke01,SF,21,WAS,79,1605,9.1,.516,.425,.224,4.3,13.9,9.1,4.0,1.8,0.9,9.2,14.5,0.6,1.4,2.1,.062,-1.8,-0.5,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,
344,Zaza Pachulia\pachuza01,C,32,GSW,70,1268,16.1,.588,.007,.410,12.9,22.0,17.7,13.6,2.2,2.0,19.5,15.3,2.2,2.5,4.7,.177,-0.3,3.0,2.7,1.5,,,,,,,,,,,,,,,,,,,,,,
345,Georgios Papagiannis\papagge01,C,19,SAC,22,355,12.7,.573,.020,.137,7.9,19.9,14.0,9.0,0.4,4.4,18.2,16.9,0.1,0.3,0.4,.058,-3.5,0.8,-2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,
346,Jabari Parker\parkeja01,PF,21,MIL,51,1728,19.1,.563,.219,.268,5.4,15.7,10.6,14.3,1.5,1.1,9.2,26.5,2.6,1.5,4.1,.113,1.5,-1.3,0.3,1.0,,,,,,,,,,,,,,,,,,,,,,
347,Tony Parker\parketo01,PG,34,SAS,63,1587,13.0,.514,.121,.206,0.7,7.3,4.0,27.8,1.1,0.1,12.5,20.2,1.4,1.7,3.0,.091,-1.2,-1.7,-3.0,-0.4,,,,,,,,,,,,,,,,,,,,,,
348,Chandler Parsons\parsoch01,SF,28,MEM,34,675,7.6,.436,.419,.194,1.0,13.6,7.1,12.8,1.5,0.7,9.1,17.8,-0.5,0.7,0.2,.016,-3.6,-0.5,-4.0,-0.3,,,,,,,,,,,,,,,,,,,,,,
349,Lamar Patterson\pattela01,SG,25,ATL,5,40,-1.9,.276,.400,.200,2.8,16.3,9.6,21.1,1.2,0.0,19.7,22.2,-0.2,0.0,-0.1,-0.176,-9.9,-1.2,-11.2,-0.1,,,,,,,,,,,,,,,,,,,,,,
350,Patrick Patterson\pattepa01,PF,27,TOR,65,1599,10.8,.542,.659,.156,4.4,16.2,10.3,6.6,1.3,1.2,8.5,12.5,1.7,1.6,3.3,.100,0.5,0.4,0.9,1.2,,,,,,,,,,,,,,,,,,,,,,
351,Chris Paul\paulch01,PG,31,LAC,61,1921,26.2,.614,.385,.331,2.5,14.9,8.8,46.8,3.1,0.3,14.0,24.4,8.0,2.6,10.6,.264,7.8,1.0,8.7,5.2,,,,,,,,,,,,,,,,,,,,,,
352,Adreian Payne\paynead01,PF,25,MIN,18,135,14.4,.505,.278,.352,7.7,21.0,14.3,8.0,3.0,4.4,11.4,23.1,0.0,0.2,0.2,.086,-2.2,0.7,-1.5,0.0,,,,,,,,,,,,,,,,,,,,,,
353,Cameron Payne\payneca01,PG,22,TOT,31,462,5.6,.407,.446,.041,0.7,10.7,5.7,17.7,1.5,0.9,12.9,20.9,-0.8,0.4,-0.3,-0.034,-4.8,-2.1,-6.9,-0.6,,,,,,,,,,,,,,,,,,,,,,
354,Elfrid Payton\paytoel01,PG,22,ORL,82,2412,17.2,.520,.160,.231,3.9,13.8,8.7,35.7,1.8,1.3,15.0,21.6,2.4,2.0,4.4,.088,0.7,0.2,0.9,1.7,,,,,,,,,,,,,,,,,,,,,,
355,Gary Payton\paytoga02,PG,24,MIL,6,99,4.5,.413,.409,.227,0.0,14.0,7.1,18.1,1.5,3.6,29.2,15.8,-0.3,0.1,-0.2,-0.074,-7.3,0.6,-6.7,-0.1,,,,,,,,,,,,,,,,,,,,,,
356,Paul Pierce\piercpa01,SF,39,LAC,25,277,5.7,.535,.614,.186,0.4,18.5,9.7,5.0,0.7,1.5,17.4,14.8,-0.2,0.3,0.1,.015,-3.9,-0.5,-4.4,-0.2,,,,,,,,,,,,,,,,,,,,,,
357,Marshall Plumlee\plumlma02,C,24,NYK,21,170,10.9,.521,.000,.633,14.5,17.8,16.2,8.1,1.2,1.9,23.8,12.8,0.0,0.1,0.2,.048,-2.9,0.1,-2.8,0.0,,,,,,,,,,,,,,,,,,,,,,
358,Mason Plumlee\plumlma01,C,26,TOT,81,2148,18.1,.558,.010,.482,8.8,22.5,15.6,19.8,1.6,3.4,15.2,18.1,3.6,2.5,6.0,.134,0.0,2.6,2.6,2.5,,,,,,,,,,,,,,,,,,,,,,
359,Miles Plumlee\plumlmi01,C,28,TOT,45,484,8.4,.518,.000,.424,9.0,13.3,11.1,6.1,1.9,2.4,21.6,13.1,-0.1,0.5,0.5,.045,-4.4,0.7,-3.6,-0.2,,,,,,,,,,,,,,,,,,,,,,
360,Jakob Poeltl\poeltja01,C,21,TOR,54,626,12.2,.589,.000,.496,14.1,15.7,14.9,2.7,1.4,2.8,17.2,12.1,0.9,0.7,1.6,.125,-1.2,0.5,-0.7,0.2,,,,,,,,,,,,,,,,,,,,,,
361,Otto Porter\porteot01,SF,23,WAS,80,2605,17.3,.628,.425,.148,5.1,17.1,11.1,6.7,2.2,1.3,4.8,15.1,6.5,2.9,9.4,.173,3.0,0.9,3.9,3.9,,,,,,,,,,,,,,,,,,,,,,
362,Bobby Portis\portibo01,PF,21,CHI,64,1000,14.9,.545,.256,.157,8.0,24.0,16.0,5.7,0.8,0.9,8.4,19.1,1.1,1.2,2.4,.114,-1.6,-1.5,-3.1,-0.3,,,,,,,,,,,,,,,,,,,,,,
363,Kristaps Porzingis\porzikr01,PF,21,NYK,66,2164,17.4,.546,.319,.256,5.5,18.2,11.8,7.3,1.1,4.9,9.7,24.3,2.4,2.1,4.5,.100,0.2,0.0,0.2,1.2,,,,,,,,,,,,,,,,,,,,,,
364,Dwight Powell\poweldw01,C,25,DAL,77,1333,17.6,.588,.196,.374,7.7,19.5,13.3,6.1,2.4,2.6,7.2,16.7,2.7,1.9,4.6,.165,-0.5,1.9,1.4,1.2,,,,,,,,,,,,,,,,,,,,,,
365,Norman Powell\powelno01,SG,23,TOR,76,1368,14.0,.552,.342,.314,2.2,11.8,7.0,9.3,1.9,0.9,10.8,21.1,1.4,1.4,2.8,.097,-0.4,-1.2,-1.5,0.2,,,,,,,,,,,,,,,,,,,,,,
366,Alex Poythress\poythal01,PF,23,PHI,6,157,13.2,.548,.352,.185,7.7,12.7,10.2,5.1,0.9,1.0,4.9,16.9,0.2,0.1,0.3,.099,-0.6,-1.9,-2.5,0.0,,,,,,,,,,,,,,,,,,,,,,
367,Ronnie Price\pricero01,PG,33,PHO,14,134,5.9,.272,.708,.167,2.4,6.7,4.5,16.9,3.9,0.6,10.4,9.0,-0.1,0.1,0.0,.002,-3.2,0.8,-2.4,0.0,,,,,,,,,,,,,,,,,,,,,,
368,Tim Quarterman\quartti01,SG,22,POR,16,80,10.2,.511,.448,.103,5.5,13.9,9.7,21.1,1.2,3.0,26.6,22.8,-0.1,0.1,-0.1,-0.044,-4.0,-0.8,-4.8,-0.1,,,,,,,,,,,,,,,,,,,,,,
369,Chasson Randle\randlch01,PG,23,TOT,26,299,13.6,.586,.480,.439,2.2,9.4,5.8,16.8,1.5,0.5,14.0,19.7,0.5,0.1,0.7,.106,0.3,-2.9,-2.6,0.0,,,,,,,,,,,,,,,,,,,,,,
370,Julius Randle\randlju01,PF,22,LAL,74,2132,16.3,.543,.082,.365,7.5,25.8,16.3,19.3,1.1,1.4,16.2,21.4,2.0,1.5,3.5,.080,-0.7,0.7,0.0,1.1,,,,,,,,,,,,,,,,,,,,,,
371,Zach Randolph\randoza01,PF,35,MEM,73,1786,18.5,.490,.098,.200,11.3,27.4,19.1,13.5,1.1,0.5,8.6,29.2,0.8,2.4,3.2,.086,-1.4,-0.7,-2.1,0.0,,,,,,,,,,,,,,,,,,,,,,
372,J.J. Redick\redicjj01,SG,32,LAC,78,2198,14.8,.599,.526,.227,0.6,7.9,4.3,7.8,1.3,0.5,9.1,21.9,3.3,1.5,4.8,.105,2.0,-2.0,0.0,1.1,,,,,,,,,,,,,,,,,,,,,,
373,Willie Reed\reedwi02,C,26,MIA,71,1031,17.1,.578,.014,.309,13.7,22.0,17.8,3.9,0.9,3.6,8.7,15.3,2.1,1.5,3.6,.168,-1.3,0.7,-0.6,0.4,,,,,,,,,,,,,,,,,,,,,,
374,Josh Richardson\richajo01,SG,23,MIA,53,1614,10.7,.493,.442,.150,2.4,9.2,5.8,12.7,1.9,1.9,10.6,16.8,0.3,1.9,2.2,.066,-1.0,1.1,0.2,0.9,,,,,,,,,,,,,,,,,,,,,,
375,Malachi Richardson\richama01,SG,21,SAC,22,198,9.6,.517,.412,.279,1.8,11.5,6.7,8.7,1.3,0.5,9.5,19.3,0.0,0.1,0.1,.028,-2.5,-3.0,-5.5,-0.2,,,,,,,,,,,,,,,,,,,,,,
376,Austin Rivers\riverau01,SG,24,LAC,74,2054,11.4,.545,.409,.261,1.1,7.5,4.4,15.0,1.2,0.4,12.4,20.3,1.2,1.3,2.5,.059,-0.1,-1.5,-1.6,0.2,,,,,,,,,,,,,,,,,,,,,,
377,Andre Roberson\roberan03,SF,25,OKC,79,2376,9.6,.510,.397,.240,4.6,14.2,9.4,4.6,1.9,2.7,9.1,10.1,1.1,3.1,4.2,.085,-2.1,2.1,0.0,1.2,,,,,,,,,,,,,,,,,,,,,,
378,Brian Roberts\roberbr01,PG,31,CHO,41,416,9.8,.510,.361,.320,1.3,9.0,5.2,18.7,1.1,0.2,15.7,17.9,0.0,0.3,0.2,.028,-3.3,-2.6,-5.9,-0.4,,,,,,,,,,,,,,,,,,,,,,
379,Glenn Robinson\robingl02,SF,23,IND,69,1426,11.5,.564,.370,.225,4.5,14.6,9.6,4.7,1.4,1.2,9.1,12.8,1.3,1.2,2.5,.085,-1.2,-0.2,-1.4,0.2,,,,,,,,,,,,,,,,,,,,,,
380,Thomas Robinson\robinth01,PF,25,LAL,48,560,17.3,.535,.005,.337,15.8,28.1,21.8,8.8,2.3,1.3,17.0,20.7,0.3,0.6,0.9,.079,-2.2,-0.1,-2.3,0.0,,,,,,,,,,,,,,,,,,,,,,
381,Sergio Rodriguez\rodrise01,PG,30,PHI,68,1518,11.0,.484,.470,.050,1.5,9.9,5.7,35.4,1.5,0.2,18.9,19.3,-0.3,1.0,0.7,.022,-1.6,-2.4,-4.0,-0.7,,,,,,,,,,,,,,,,,,,,,,
382,Rajon Rondo\rondora01,PG,30,CHI,69,1843,13.6,.461,.237,.089,4.2,16.6,10.4,37.0,2.7,0.5,22.4,17.8,-0.3,2.7,2.3,.061,-1.3,1.6,0.3,1.1,,,,,,,,,,,,,,,,,,,,,,
383,Derrick Rose\rosede01,PG,28,NYK,64,2082,17.0,.530,.061,.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,2.4,0.6,3.0,.068,0.2,-2.2,-1.9,0.0,,,,,,,,,,,,,,,,,,,,,,
384,Terrence Ross\rosste01,SF,25,TOT,78,1955,13.4,.550,.524,.103,1.0,10.9,5.9,7.1,2.3,1.4,8.0,19.3,1.5,2.0,3.5,.086,0.4,-0.6,-0.2,0.9,,,,,,,,,,,,,,,,,,,,,,
385,Terry Rozier\roziete01,PG,22,BOS,74,1263,10.8,.466,.436,.161,3.6,16.3,10.0,15.2,1.8,0.7,9.7,17.1,0.0,1.4,1.4,.053,-2.5,0.0,-2.5,-0.2,,,,,,,,,,,,,,,,,,,,,,
386,Ricky Rubio\rubiori01,PG,26,MIN,75,2469,16.8,.539,.302,.438,3.2,11.4,7.2,38.9,2.6,0.3,20.1,17.4,4.5,1.7,6.1,.119,1.7,-1.0,0.8,1.7,,,,,,,,,,,,,,,,,,,,,,
387,Damjan Rudez\rudezda01,SF,30,ORL,45,314,6.3,.466,.727,.000,1.7,7.1,4.3,9.2,1.9,0.3,9.3,13.6,-0.1,0.2,0.1,.008,-2.8,-1.9,-4.7,-0.2,,,,,,,,,,,,,,,,,,,,,,
388,Brandon Rush\rushbr01,SG,31,MIN,47,1030,6.6,.505,.610,.096,1.8,9.5,5.6,5.8,1.1,1.9,12.6,9.6,0.1,0.3,0.4,.019,-2.0,-0.1,-2.1,0.0,,,,,,,,,,,,,,,,,,,,,,
389,D'Angelo Russell\russeda01,PG,20,LAL,63,1811,15.3,.518,.443,.217,1.8,11.9,6.7,26.8,2.3,0.7,15.6,26.6,0.3,1.0,1.3,.034,1.1,-1.6,-0.5,0.7,,,,,,,,,,,,,,,,,,,,,,
390,Domantas Sabonis\sabondo01,PF,20,OKC,81,1632,6.9,.469,.331,.139,3.0,16.4,9.7,7.2,1.2,1.6,14.0,15.4,-1.0,1.8,0.7,.022,-4.7,-0.1,-4.9,-1.2,,,,,,,,,,,,,,,,,,,,,,
391,Larry Sanders\sandela01,C,28,CLE,5,13,6.5,.410,.000,.500,26.3,8.2,17.0,0.0,3.8,6.2,29.1,23.6,0.0,0.0,0.0,-0.029,-8.7,-0.9,-9.6,0.0,,,,,,,,,,,,,,,,,,,,,,
392,Dario Saric\saricda01,PF,22,PHI,81,2129,12.8,.508,.368,.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,-1.2,2.2,1.0,.023,-2.0,-0.2,-2.2,-0.1,,,,,,,,,,,,,,,,,,,,,,
393,Tomas Satoransky\satorto01,SG,25,WAS,57,719,8.5,.480,.253,.226,3.9,9.1,6.5,16.7,1.8,0.7,19.1,12.1,0.1,0.5,0.6,.041,-2.9,-0.2,-3.1,-0.2,,,,,,,,,,,,,,,,,,,,,,
394,Dennis Schroder\schrode01,PG,23,ATL,79,2485,16.1,.533,.242,.210,1.9,9.0,5.5,35.5,1.5,0.6,16.3,27.8,1.2,2.5,3.7,.071,0.7,-1.4,-0.7,0.8,,,,,,,,,,,,,,,,,,,,,,
395,Luis Scola\scolalu01,PF,36,BRK,36,461,13.9,.550,.331,.245,11.9,20.0,16.0,12.7,1.4,0.7,16.9,18.7,0.4,0.4,0.8,.082,-0.8,-0.4,-1.2,0.1,,,,,,,,,,,,,,,,,,,,,,
396,Mike Scott\scottmi01,PF,28,ATL,18,195,5.9,.360,.458,.136,5.7,15.0,10.4,12.5,1.0,1.3,11.3,15.8,-0.3,0.2,-0.1,-0.014,-5.3,-0.1,-5.3,-0.2,,,,,,,,,,,,,,,,,,,,,,
397,Thabo Sefolosha\sefolth01,SF,32,ATL,62,1596,11.9,.519,.304,.190,3.8,14.7,9.3,9.9,3.0,1.7,11.9,13.3,0.6,2.7,3.3,.098,-1.9,3.1,1.2,1.3,,,,,,,,,,,,,,,,,,,,,,
398,Wayne Selden\seldewa01,SG,22,TOT,14,236,6.9,.525,.483,.379,0.5,7.2,3.8,8.5,1.3,0.4,15.1,15.3,-0.1,0.2,0.1,.016,-3.4,-1.6,-5.0,-0.2,,,,,,,,,,,,,,,,,,,,,,
399,Kevin Seraphin\serapke01,PF,27,IND,49,559,14.4,.559,.010,.111,8.3,20.0,14.3,6.7,0.6,3.1,12.3,19.0,0.4,0.6,1.0,.082,-3.1,-0.6,-3.7,-0.2,,,,,,,,,,,,,,,,,,,,,,
400,Ramon Sessions\sessira01,PG,30,CHO,50,811,12.3,.495,.236,.449,1.5,8.5,4.9,24.2,1.6,0.3,12.7,20.1,0.3,0.6,0.9,.054,-2.4,-2.3,-4.8,-0.6,,,,,,,,,,,,,,,,,,,,,,
401,Iman Shumpert\shumpim01,SG,26,CLE,76,1937,9.0,.536,.534,.184,2.3,9.9,6.2,7.8,1.6,1.1,12.9,13.9,0.7,1.4,2.0,.050,-1.3,0.0,-1.3,0.3,,,,,,,,,,,,,,,,,,,,,,
402,Pascal Siakam\siakapa01,PF,22,TOR,55,859,11.5,.523,.034,.156,8.4,15.9,12.2,2.9,1.5,4.5,13.1,13.1,0.4,1.2,1.6,.089,-3.0,1.8,-1.1,0.2,,,,,,,,,,,,,,,,,,,,,,
403,Jonathon Simmons\simmojo02,SG,27,SAS,78,1392,9.9,.504,.242,.314,1.7,11.1,6.5,13.2,1.7,1.5,13.7,18.0,-0.1,2.1,2.0,.068,-2.8,0.9,-1.9,0.0,,,,,,,,,,,,,,,,,,,,,,
404,Kyle Singler\singlky01,SF,28,OKC,32,385,5.9,.486,.446,.205,2.3,11.5,6.9,3.2,0.9,1.0,10.8,11.2,0.0,0.3,0.3,.034,-4.6,-1.3,-5.9,-0.4,,,,,,,,,,,,,,,,,,,,,,
405,Marcus Smart\smartma01,SG,22,BOS,79,2399,12.0,.486,.443,.334,3.7,10.5,7.1,22.0,2.6,1.2,15.6,18.8,0.5,2.7,3.2,.064,-1.1,0.9,-0.3,1.0,,,,,,,,,,,,,,,,,,,,,,
406,Ish Smith\smithis01,PG,28,DET,81,1955,14.7,.477,.140,.136,1.1,12.4,6.6,32.5,1.6,1.4,12.4,20.5,0.9,2.2,3.1,.076,-1.2,0.4,-0.8,0.6,,,,,,,,,,,,,,,,,,,,,,
407,J.R. Smith\smithjr01,SG,31,CLE,41,1187,8.1,.484,.761,.042,1.6,8.6,5.2,7.3,1.7,0.7,6.7,14.6,0.1,0.8,0.8,.034,-0.5,-0.7,-1.3,0.2,,,,,,,,,,,,,,,,,,,,,,
408,Jason Smith\smithja02,C,30,WAS,74,1068,13.6,.598,.237,.155,6.8,20.4,13.6,5.0,1.0,4.3,14.2,16.7,1.0,1.3,2.3,.103,-2.0,0.6,-1.3,0.2,,,,,,,,,,,,,,,,,,,,,,
409,Tony Snell\snellto01,SG,25,MIL,80,2336,9.7,.603,.656,.107,1.1,11.1,6.2,5.9,1.2,0.5,8.8,12.1,2.1,1.3,3.4,.071,0.2,-1.1,-0.8,0.7,,,,,,,,,,,,,,,,,,,,,,
410,Marreese Speights\speigma01,C,29,LAC,82,1286,17.6,.584,.505,.250,7.9,24.1,16.2,8.1,0.9,2.6,10.2,23.6,2.5,1.7,4.2,.156,1.5,-0.8,0.7,0.9,,,,,,,,,,,,,,,,,,,,,,
411,Tiago Splitter\splitti01,C,32,PHI,8,76,15.0,.544,.194,.355,11.6,20.3,15.9,8.9,0.6,1.0,14.3,23.9,0.1,0.1,0.1,.072,-2.6,-2.4,-5.0,-0.1,,,,,,,,,,,,,,,,,,,,,,
412,Nik Stauskas\stausni01,SG,23,PHI,80,2188,9.0,.540,.566,.237,1.1,10.3,5.7,12.9,1.0,1.2,15.5,16.4,0.1,1.4,1.4,.031,-1.7,-0.7,-2.4,-0.2,,,,,,,,,,,,,,,,,,,,,,
413,Lance Stephenson\stephla01,SG,26,TOT,18,361,9.6,.485,.167,.108,1.2,14.8,8.0,24.8,0.7,0.7,17.1,18.7,-0.2,0.2,0.1,.008,-3.9,-1.5,-5.4,-0.3,,,,,,,,,,,,,,,,,,,,,,
414,Jarnell Stokes\stokeja01,C,23,DEN,2,7,31.5,.798,.000,2.000,15.9,15.6,15.8,40.1,7.0,0.0,0.0,11.4,0.1,0.0,0.1,.480,11.8,3.6,15.4,0.0,,,,,,,,,,,,,,,,,,,,,,
415,Diamond Stone\stonedi01,C,19,LAC,7,24,-1.2,.339,.000,.308,4.8,22.7,14.0,0.0,0.0,3.4,11.9,31.3,-0.1,0.0,-0.1,-0.211,-17.3,-6.9,-24.1,-0.1,,,,,,,,,,,,,,,,,,,,,,
416,Rodney Stuckey\stuckro01,PG,30,IND,39,696,9.5,.483,.246,.439,1.0,12.4,6.8,17.7,1.2,0.0,15.4,22.2,-0.5,0.4,-0.1,-0.006,-3.8,-2.2,-6.0,-0.7,,,,,,,,,,,,,,,,,,,,,,
417,Jared Sullinger\sullija01,PF,24,TOR,11,118,5.6,.359,.375,.167,9.6,16.3,12.9,3.7,1.7,0.7,7.2,21.0,-0.2,0.1,-0.1,-0.040,-5.2,-2.6,-7.8,-0.2,,,,,,,,,,,,,,,,,,,,,,
418,Edy Tavares\tavarwa01,C,24,TOT,2,28,21.3,.633,.000,.600,16.3,26.7,21.6,5.1,0.0,17.3,24.0,13.2,0.0,0.1,0.1,.150,-3.8,7.7,3.9,0.0,,,,,,,,,,,,,,,,,,,,,,
419,Isaiah Taylor\taylois01,PG,22,HOU,4,52,0.3,.190,.286,.286,2.1,4.2,3.1,7.1,0.9,1.6,0.0,6.4,-0.1,0.0,0.0,-0.028,-6.4,-0.1,-6.6,-0.1,,,,,,,,,,,,,,,,,,,,,,
420,Jeff Teague\teaguje01,PG,28,IND,82,2657,19.2,.574,.277,.457,1.4,12.4,7.0,36.4,1.9,1.1,16.5,22.1,5.7,2.4,8.1,.146,2.4,-0.6,1.9,2.6,,,,,,,,,,,,,,,,,,,,,,
421,Mirza Teletovic\teletmi01,PF,31,MIL,70,1133,8.8,.515,.730,.108,1.1,15.4,8.3,6.4,0.5,1.0,7.8,19.1,-0.1,0.7,0.6,.025,-1.5,-3.4,-4.9,-0.8,,,,,,,,,,,,,,,,,,,,,,
